userid,date,Age,Gender,Marital,STATE,Education,Income
75014910,202309,38,1,1,CA,Some College,Over 100k
75014913,202309,34,2,1,MO,Some College,50k to 100k
75014917,202309,35,1,1,ID,College,50k to 100k
75014925,202309,62,2,1,NJ,College,Over 100k
75014926,202309,75,1,2,GA,College,Under 50k
75014930,202309,45,2,1,NJ,College,Over 100k
75014937,202309,49,1,1,IN,Some College,Over 100k
75014942,202311,67,2,2,OH,High School,Under 50k
75014946,202309,46,2,1,TX,College,Over 100k
75014948,202309,75,2,2,CA,College,Under 50k
75014950,202309,66,2,2,MI,High School,Under 50k
75014955,202310,38,2,1,TX,College,Over 100k
75014958,202309,48,2,2,FL,College,Over 100k
75014961,202310,57,1,1,IN,Some College,50k to 100k
75014963,202309,52,2,1,CA,College,Over 100k
75014965,202309,77,2,1,OR,Some College,50k to 100k
75014966,202309,36,2,1,CT,College,Over 100k
75014967,202309,38,1,2,CA,Some College,Under 50k
75014968,202309,21,1,2,NY,Some College,Under 50k
75014970,202310,63,2,1,UT,High School,50k to 100k
75014974,202309,71,2,1,NJ,Some College,Over 100k
75014979,202309,72,1,2,NJ,High School,Under 50k
75014981,202309,56,1,1,OH,College,50k to 100k
75014982,202309,34,2,1,MI,College,Over 100k
75014984,202309,48,1,1,MS,Some College,50k to 100k
75014988,202309,22,1,2,WI,High School,Under 50k
75014993,202309,60,2,1,TX,College,Over 100k
75014997,202309,35,2,1,OH,Some College,Over 100k
75014998,202310,43,2,1,OH,College,Over 100k
75014999,202309,78,2,1,VA,College,Over 100k
75015000,202309,35,2,1,GA,College,Over 100k
75015002,202309,33,1,1,PA,College,Over 100k
75015012,202309,75,2,1,PA,College,50k to 100k
75015014,202311,64,2,1,NJ,College,Over 100k
75015016,202309,32,1,2,NJ,Some College,50k to 100k
75015018,202310,54,2,1,AL,College,Over 100k
75015019,202309,51,1,1,WI,College,50k to 100k
75015022,202309,32,1,2,MI,Some College,50k to 100k
75015025,202309,46,2,1,MI,Some College,Under 50k
75015026,202310,45,2,1,UT,College,Over 100k
75015027,202311,39,2,1,UT,College,Over 100k
75015028,202309,70,2,2,TN,College,50k to 100k
75015031,202309,35,2,2,GA,College,50k to 100k
75015035,202309,70,2,2,TX,Some College,Under 50k
75015036,202309,73,1,1,KY,College,Over 100k
75015041,202311,68,2,1,OH,College,Under 50k
75015042,202309,46,2,1,OH,College,Over 100k
75015052,202309,37,2,1,TX,College,Over 100k
75015059,202310,35,1,2,DC,College,Over 100k
75015062,202311,50,2,1,OH,Some College,Over 100k
75015066,202309,55,2,1,MI,College,50k to 100k
75015075,202309,39,2,1,WI,College,Under 50k
75015077,202309,48,1,1,NC,High School,Under 50k
75015078,202309,76,1,1,PA,Some College,50k to 100k
75015079,202309,59,1,1,FL,High School,Over 100k
75015084,202309,37,2,1,CO,College,Over 100k
75015090,202309,30,1,1,LA,College,Over 100k
75015093,202309,53,1,2,NM,High School,Under 50k
75015097,202309,69,2,1,CA,Some College,Over 100k
75015098,202309,50,2,1,FL,Some College,Over 100k
75015099,202309,73,2,2,FL,College,Under 50k
75015100,202309,62,2,2,NV,Some College,Under 50k
75015101,202309,65,2,1,VA,Some College,50k to 100k
75015104,202309,40,2,1,CA,College,Over 100k
75015105,202309,68,2,2,CA,High School,Under 50k
75015117,202309,59,1,1,GA,College,50k to 100k
75015119,202309,30,1,1,NE,Some College,50k to 100k
75015122,202309,67,1,2,MI,Some College,Under 50k
75015124,202309,40,2,1,KY,College,Over 100k
75015125,202309,23,1,1,TN,Some College,50k to 100k
75015127,202309,36,1,2,MD,College,50k to 100k
75015128,202309,54,1,1,FL,College,Under 50k
75015129,202309,40,2,2,NM,Some College,Under 50k
75015136,202309,73,1,2,MO,College,Under 50k
75015137,202311,50,1,1,FL,College,Over 100k
75015140,202309,38,1,1,NJ,College,Under 50k
75015142,202309,59,1,1,GA,High School,50k to 100k
75015146,202310,29,2,2,MD,College,Over 100k
75015147,202309,61,1,2,HI,College,50k to 100k
75015150,202309,73,2,1,VA,College,Over 100k
75015151,202311,47,1,2,IN,College,50k to 100k
75015152,202309,57,2,1,OH,Some College,Over 100k
75015159,202309,44,1,2,FL,Some College,Under 50k
75015161,202309,61,2,1,NC,College,50k to 100k
75015164,202309,72,1,2,MA,Some College,Under 50k
75015169,202309,54,2,2,NC,Some College,50k to 100k
75015172,202309,60,2,1,FL,College,Over 100k
75015177,202309,68,1,1,OR,College,50k to 100k
75015179,202309,75,2,1,NV,Some College,50k to 100k
75015180,202309,49,1,1,FL,Some College,Over 100k
75015181,202310,34,1,1,FL,College,50k to 100k
75015182,202309,47,1,2,MT,College,Over 100k
75015184,202309,52,2,1,ID,College,Under 50k
75015188,202309,34,1,1,IA,College,Over 100k
75015190,202309,63,2,1,FL,College,Under 50k
75015197,202309,36,2,1,OR,College,Over 100k
75015199,202309,55,2,2,SC,High School,Under 50k
75015201,202309,26,1,2,MA,College,Over 100k
75015204,202309,69,2,2,NM,College,Over 100k
75015205,202309,20,1,1,CA,Some College,Under 50k
75015207,202309,70,1,2,WA,College,Under 50k
75015208,202310,58,2,1,IN,College,Over 100k
75015209,202309,40,1,1,IA,College,Over 100k
75015212,202309,64,2,1,CA,Some College,Over 100k
75015213,202309,70,2,1,CA,College,Over 100k
75015215,202310,32,2,1,UT,Some College,Over 100k
75015218,202309,50,1,2,MD,College,Over 100k
75015225,202309,62,2,2,WA,Some College,50k to 100k
75015230,202309,58,1,1,NY,College,Over 100k
75015233,202309,60,2,2,NC,High School,Under 50k
75015234,202309,52,1,2,AZ,Some College,Under 50k
75015242,202309,53,2,1,TX,College,Over 100k
75015248,202310,68,2,1,NJ,Some College,50k to 100k
75015250,202310,38,1,1,FL,College,Over 100k
75015254,202311,21,1,2,AR,Some College,Under 50k
75015257,202311,60,2,1,OH,High School,Under 50k
75015259,202311,44,2,1,TN,College,Over 100k
75015262,202310,28,1,2,GA,College,Under 50k
75015273,202310,57,1,1,CA,Some College,50k to 100k
75015278,202310,40,2,2,TX,College,Over 100k
75015280,202310,62,2,1,MD,College,Over 100k
75015281,202310,41,2,1,OH,College,50k to 100k
75015284,202310,62,2,1,VA,College,Over 100k
75015285,202311,52,1,1,CO,Some College,Under 50k
75015289,202310,39,1,1,NM,High School,Under 50k
75015290,202310,60,1,1,WA,Some College,50k to 100k
75015296,202310,67,1,2,CO,Some College,Under 50k
75015298,202310,26,1,2,NY,College,50k to 100k
75015299,202310,55,2,1,IL,College,Over 100k
75015302,202310,37,1,1,UT,Some College,50k to 100k
75015313,202310,40,2,2,MA,Some College,50k to 100k
75015315,202310,59,2,1,OK,College,50k to 100k
75015317,202311,76,2,1,VA,College,50k to 100k
75015325,202310,67,1,2,FL,Some College,Under 50k
75015326,202310,33,2,1,FL,Some College,50k to 100k
75015327,202310,77,1,2,RI,Some College,Under 50k
75015330,202310,68,2,1,WI,High School,50k to 100k
75015331,202310,32,2,1,MO,Some College,Over 100k
75015332,202310,44,2,1,WI,Some College,Over 100k
75015335,202311,73,1,1,PA,High School,50k to 100k
75015340,202311,64,2,1,OH,College,Over 100k
75015346,202311,42,2,1,IL,Some College,Over 100k
75015348,202310,43,1,1,PA,College,Over 100k
75015351,202310,30,1,2,CO,College,Under 50k
75015352,202310,61,1,1,TX,College,Over 100k
75015353,202310,31,1,2,CA,Some College,Under 50k
75015354,202310,47,1,1,ME,College,Over 100k
75015361,202310,42,1,2,PA,College,50k to 100k
75015362,202310,69,1,1,PA,College,50k to 100k
75015363,202310,35,2,1,SD,College,Over 100k
75015364,202310,44,1,1,TN,Some College,Under 50k
75015369,202311,40,2,1,GA,College,Over 100k
75015370,202310,50,2,1,GA,College,Over 100k
75015371,202310,43,2,2,GA,College,Over 100k
75015375,202310,56,1,1,IA,High School,Under 50k
75015377,202310,61,1,1,NC,Some College,50k to 100k
75015378,202310,45,1,2,TX,College,Under 50k
75015388,202310,33,1,1,NY,College,50k to 100k
75015392,202310,39,1,2,OH,College,Under 50k
75015394,202311,53,2,1,MO,College,Over 100k
75015395,202310,40,1,1,MO,High School,50k to 100k
75015396,202310,29,2,1,NY,College,50k to 100k
75015398,202310,50,1,2,NJ,Some College,50k to 100k
75015399,202311,61,2,1,NY,College,Over 100k
75015403,202310,34,2,1,WA,High School,Under 50k
75015404,202310,36,1,1,OH,College,Over 100k
75015405,202310,33,1,2,CA,Some College,50k to 100k
75015416,202311,41,1,1,VA,College,Over 100k
75015425,202311,41,2,1,KY,High School,Under 50k
75015432,202310,46,2,1,WI,College,Over 100k
75015434,202310,46,2,1,OH,High School,Over 100k
75015437,202311,69,1,2,IL,College,Under 50k
75015438,202310,47,1,1,AR,College,Over 100k
75015439,202310,74,2,1,AZ,College,Over 100k
75015440,202310,83,1,1,AZ,Some College,Under 50k
75015444,202310,30,1,1,WV,College,Over 100k
75015448,202310,62,1,1,WV,High School,Over 100k
75015453,202310,83,1,2,WA,College,Under 50k
75015454,202310,67,1,2,VA,College,Under 50k
75015457,202311,50,2,1,NC,Some College,50k to 100k
75015459,202310,59,1,1,FL,High School,Over 100k
75015462,202310,54,1,1,MA,Some College,50k to 100k
75015467,202311,61,2,1,NY,College,Over 100k
75015469,202310,48,2,1,TN,College,Over 100k
75015470,202310,90,2,1,CA,College,Under 50k
75015471,202310,37,1,1,CA,Some College,Under 50k
75015472,202310,53,1,2,SC,College,50k to 100k
75015473,202311,32,1,1,PA,College,Over 100k
75015474,202310,42,1,2,ME,College,Under 50k
75015477,202310,38,1,2,TX,Some College,Under 50k
75015479,202310,50,2,2,WA,Some College,Under 50k
75015481,202310,71,2,1,AZ,College,50k to 100k
75015485,202310,68,1,1,GA,Some College,50k to 100k
75015491,202310,35,2,1,OR,College,Over 100k
75015493,202310,29,1,1,TX,High School,50k to 100k
75015494,202310,74,2,1,CO,College,50k to 100k
75015502,202310,31,1,2,TX,High School,Under 50k
75015505,202310,67,1,1,MT,Some College,Under 50k
75015506,202310,69,1,1,SC,College,Under 50k
75015507,202310,75,1,2,RI,Some College,50k to 100k
75015509,202310,38,2,1,MN,Some College,Over 100k
75015516,202310,25,2,2,NC,College,50k to 100k
75015517,202310,54,1,1,AK,College,Over 100k
75015518,202310,34,2,2,AR,Some College,Under 50k
75015521,202310,52,1,1,FL,High School,50k to 100k
75015529,202311,69,1,2,FL,College,Under 50k
75015535,202310,44,1,1,OH,College,Over 100k
75015536,202311,63,1,1,NJ,Some College,Over 100k
75015538,202310,45,1,2,NJ,High School,Under 50k
75015542,202310,69,2,2,TX,Some College,Under 50k
75015544,202311,55,1,1,NY,College,Under 50k
75015550,202310,73,1,1,CO,Some College,Under 50k
75015551,202310,68,2,2,MO,Some College,Under 50k
75015552,202310,52,2,2,MO,Some College,Under 50k
75015557,202311,50,1,2,PA,College,50k to 100k
75015563,202311,56,1,2,MS,Some College,50k to 100k
75015565,202310,70,1,2,NY,College,50k to 100k
75015570,202310,27,1,1,MN,College,Over 100k
75015572,202311,78,2,2,MN,College,Under 50k
75015574,202310,25,2,1,NC,High School,Over 100k
75015578,202310,38,2,1,CA,Some College,Over 100k
75015581,202310,57,1,2,AL,College,50k to 100k
75015586,202310,66,2,2,MT,College,Under 50k
75015587,202310,49,2,1,NY,College,50k to 100k
75015590,202310,49,1,1,OH,High School,50k to 100k
75015596,202310,35,2,1,IL,College,Over 100k
75015603,202310,57,2,1,NJ,College,Over 100k
75015605,202310,70,1,1,MO,Some College,Under 50k
75015606,202310,57,1,1,VA,College,Over 100k
75015607,202310,64,1,2,MD,Some College,Over 100k
75015617,202310,68,1,1,SC,Some College,50k to 100k
75015618,202310,37,2,1,MA,College,Over 100k
75015619,202310,24,1,1,RI,Some College,50k to 100k
75015622,202310,41,2,1,NC,College,50k to 100k
75015626,202310,45,2,1,NY,College,Over 100k
75015627,202310,29,2,2,KY,College,50k to 100k
75015628,202311,40,1,1,FL,College,Over 100k
75015629,202311,73,2,1,IN,College,Over 100k
75015637,202310,58,2,1,SC,High School,50k to 100k
75015639,202310,36,1,2,WV,College,50k to 100k
75015640,202310,57,2,1,TX,High School,Under 50k
75015641,202311,28,1,2,TX,Some College,Under 50k
75015642,202310,49,1,2,CA,College,50k to 100k
75015650,202311,37,2,1,TN,College,Over 100k
75015652,202310,53,1,1,MI,College,Over 100k
75015657,202311,70,2,1,FL,College,Over 100k
75015658,202310,28,1,1,NY,High School,Under 50k
75015670,202310,61,1,1,CA,College,Over 100k
75015679,202310,36,1,1,VA,College,Over 100k
75015684,202311,48,2,1,WI,Some College,Over 100k
75015693,202311,42,1,1,AR,College,Over 100k
75015698,202311,77,1,1,IL,High School,50k to 100k
75015711,202311,39,2,1,WA,College,Over 100k
75015714,202311,30,2,1,IL,College,Over 100k
75015715,202311,42,1,1,IN,College,50k to 100k
75015720,202311,35,1,2,CA,Some College,Under 50k
75015721,202311,35,1,1,NY,College,Over 100k
75015723,202311,84,1,1,AZ,College,Under 50k
75015725,202311,38,1,1,FL,College,50k to 100k
75015731,202311,51,2,2,TN,Some College,Under 50k
75015733,202311,76,1,1,MI,College,Over 100k
75015738,202311,41,2,1,NY,College,Over 100k
75015744,202311,44,2,2,PA,College,Over 100k
75015746,202311,25,1,1,AZ,Some College,Under 50k
75015751,202311,31,2,1,TX,College,Over 100k
75015763,202311,26,2,2,CA,College,50k to 100k
75015764,202311,34,1,1,MI,College,Over 100k
75015776,202311,37,1,2,PA,College,Over 100k
75015777,202311,45,2,2,TX,Some College,Under 50k
75015784,202311,43,1,1,DE,College,50k to 100k
75015786,202311,54,1,2,NH,College,Under 50k
75015788,202311,32,2,1,FL,College,50k to 100k
75015795,202311,58,1,2,PA,Some College,Under 50k
75015796,202311,34,2,1,FL,Some College,Over 100k
75015801,202311,59,1,2,NV,College,50k to 100k
75015802,202311,55,1,2,VA,College,50k to 100k
75015804,202311,70,1,2,MA,College,Under 50k
75015806,202311,45,1,1,VA,College,Over 100k
75015811,202311,43,1,1,MO,Some College,Over 100k
75015822,202311,52,2,2,IN,High School,50k to 100k
75015823,202311,38,2,2,AZ,Some College,Over 100k
75015824,202311,53,1,2,AZ,College,50k to 100k
75015825,202311,44,1,1,LA,Some College,50k to 100k
75015826,202311,32,1,2,MO,College,50k to 100k
75015827,202311,55,1,2,SC,College,Over 100k
75015828,202311,51,2,1,CA,College,Over 100k
75015830,202311,53,2,1,DE,College,50k to 100k
75015832,202311,34,1,1,ME,Some College,50k to 100k
75015833,202311,52,1,1,NV,Some College,Over 100k
75015839,202311,40,2,1,KS,College,Over 100k
75015841,202311,43,1,1,TN,College,Over 100k
75015843,202311,64,2,1,CO,High School,Over 100k
75015847,202311,45,2,1,TX,Some College,50k to 100k
75015848,202311,49,2,1,NY,Some College,Over 100k
75015850,202311,53,1,1,TX,College,Over 100k
75015851,202311,50,2,2,TN,Some College,Under 50k
75015853,202311,25,1,1,WI,High School,Under 50k
75015854,202311,48,2,1,CA,Some College,Over 100k
75015860,202311,34,2,1,ID,Some College,50k to 100k
75015861,202311,44,2,1,CA,High School,Over 100k
75015864,202311,70,1,1,PA,High School,Under 50k
75015871,202311,75,2,2,KY,Some College,Under 50k
75015872,202311,34,1,1,NJ,College,50k to 100k
75015882,202311,36,2,1,NV,College,Under 50k
75015884,202311,46,2,2,MA,High School,50k to 100k
75015885,202311,40,1,1,NY,College,Over 100k
75015888,202311,72,1,2,AL,Some College,Under 50k
75015891,202311,35,2,1,ME,Some College,Over 100k
75015892,202311,42,1,1,MA,College,Over 100k
75015895,202311,54,1,2,NC,College,Over 100k
75015901,202311,64,1,1,MS,Some College,50k to 100k
75015907,202311,51,1,2,CA,Some College,Under 50k
75015910,202311,48,2,1,TX,College,Over 100k
75015914,202311,43,2,2,FL,College,50k to 100k
75015918,202311,39,2,1,CO,College,Over 100k
75015923,202311,39,2,1,KS,College,Under 50k
75015926,202311,24,2,2,IN,College,50k to 100k
75015927,202311,35,2,1,AR,College,Over 100k
75015928,202311,70,2,2,CA,Some College,Under 50k
75015930,202311,34,1,1,FL,College,Over 100k
75015932,202311,26,2,1,TX,College,Over 100k
75015933,202311,56,2,1,AR,College,Over 100k
75015939,202311,68,2,1,NJ,College,Over 100k
75015951,202312,50,1,1,VA,College,Under 50k
75015954,202312,73,2,2,AZ,Some College,Under 50k
75015955,202312,41,2,1,MA,High School,Over 100k
75015959,202312,32,2,2,PA,College,Over 100k
75015963,202312,27,1,1,MI,College,50k to 100k
75015964,202312,40,1,1,MS,College,50k to 100k
75015966,202312,50,2,1,OK,Some College,Under 50k
75015972,202312,39,1,1,WI,College,50k to 100k
75015973,202312,70,2,1,PA,College,Over 100k
75015977,202312,59,1,1,WI,Some College,50k to 100k
75015978,202312,49,1,1,WI,Some College,50k to 100k
75015986,202312,33,1,1,AR,Some College,50k to 100k
75015998,202312,39,2,1,WA,College,50k to 100k
75016001,202312,23,1,2,CA,Some College,Under 50k
75016002,202312,43,1,1,IA,Some College,Over 100k
75016005,202312,44,1,1,PA,College,50k to 100k
75016008,202312,57,2,1,NJ,Some College,50k to 100k
75016019,202312,76,2,1,NC,College,Over 100k
75016020,202312,30,2,1,NC,College,Under 50k
75016021,202312,45,1,1,NC,College,50k to 100k
75016022,202312,74,2,2,IN,College,50k to 100k
75016024,202312,39,2,1,FL,College,Over 100k
75016036,202312,91,1,2,MI,High School,50k to 100k
75016038,202312,75,1,1,LA,Some College,50k to 100k
75016043,202312,68,1,2,PA,High School,Under 50k
75016046,202312,42,2,1,NM,College,Over 100k
75016053,202312,57,1,2,CA,Some College,Over 100k
75016055,202312,40,1,2,MN,College,50k to 100k
75016059,202312,30,2,2,NY,College,50k to 100k
75016060,202312,46,2,1,MD,High School,Over 100k
75016067,202312,64,2,1,NC,Some College,50k to 100k
75016070,202312,75,2,1,FL,Some College,50k to 100k
75016074,202312,24,2,1,WI,College,50k to 100k
75016080,202312,61,1,2,NE,Some College,Under 50k
75016082,202312,40,1,1,WA,College,Over 100k
75016083,202312,72,1,2,WA,College,Under 50k
75016085,202312,40,1,1,IN,College,Over 100k
75016094,202312,57,1,2,NY,College,Over 100k
75016101,202312,48,1,1,CA,College,Over 100k
75016105,202312,52,2,1,CT,Some College,50k to 100k
75016106,202312,41,2,1,WA,Some College,Over 100k
75016112,202312,61,2,1,NY,Some College,Over 100k
75016114,202312,59,1,2,GA,College,50k to 100k
75016117,202312,29,2,2,IN,High School,50k to 100k
75016121,202312,58,1,1,TX,Some College,Under 50k
75016126,202312,36,2,1,TX,College,50k to 100k
75016127,202312,34,1,1,WI,Some College,Over 100k
75016128,202312,43,2,1,CA,College,Over 100k
75016129,202312,54,2,1,OR,College,Over 100k
75016134,202312,40,2,1,IL,College,Over 100k
75016137,202312,25,2,1,NH,College,50k to 100k
75016140,202312,40,1,1,MT,College,50k to 100k
75016148,202312,49,1,2,NC,College,Over 100k
75016149,202312,46,1,1,MS,College,Over 100k
75016150,202312,34,2,1,FL,College,Over 100k
75016155,202312,44,1,2,FL,College,Under 50k
75016158,202312,46,2,1,KS,College,Over 100k
75016170,202312,36,1,1,NJ,College,50k to 100k
75016176,202312,36,1,2,FL,College,Under 50k
75016178,202312,31,2,1,NC,College,Over 100k
75016184,202312,68,1,2,IA,High School,Under 50k
75016189,202312,23,1,2,WA,College,Over 100k
75016190,202312,55,1,1,RI,College,Over 100k
75016192,202312,42,2,1,MA,College,Over 100k
75016193,202312,44,2,2,MA,Some College,Over 100k
75016194,202312,35,2,1,ME,Some College,Over 100k
75016207,202312,36,2,1,NY,College,50k to 100k
